onehotencoder__x0_day,onehotencoder__x0_days,onehotencoder__x0_hour,onehotencoder__x0_hours,onehotencoder__x1_Barajas,onehotencoder__x1_Carabanchel,onehotencoder__x1_Centro,onehotencoder__x1_Chamartin,onehotencoder__x1_Chamberi,onehotencoder__x1_CiudadLineal,onehotencoder__x1_Fuencarral,onehotencoder__x1_Hortaleza,onehotencoder__x1_Latina,onehotencoder__x1_Moncloa,onehotencoder__x1_Moratalaz,onehotencoder__x1_PuenteVallecas,onehotencoder__x1_Retiro,onehotencoder__x1_Salamanca,onehotencoder__x1_SanBlas,onehotencoder__x1_Tetuan,onehotencoder__x1_Usera,onehotencoder__x1_Vicalvaro,onehotencoder__x1_VillaVallecas,onehotencoder__x1_Villaverde,onehotencoder__x2_BedAndBreakfast,onehotencoder__x2_Condominium,onehotencoder__x2_House,onehotencoder__x2_Loft,onehotencoder__x2_Other,onehotencoder__x3_moderate,onehotencoder__x3_strict,Host Response Rate,Host Listings Count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Availability 30,Availability 365,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per Month,is_EntireHome,is_Bed
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,40.40805593357737,-3.7077109569092825,2.0,1.0,1.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,219.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.28,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,40.406708263592186,-3.699131991581295,8.0,1.0,3.0,74.0,100.0,15.0,2.0,15.0,2.0,13.0,327.0,82.0,8.0,9.0,9.0,10.0,9.0,9.0,1.04,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,3.0,40.40957194798085,-3.698163341155044,2.0,1.0,1.0,48.0,150.0,20.0,1.0,7.0,1.0,11.0,346.0,87.0,9.0,9.0,9.0,10.0,10.0,9.0,0.16,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,40.40973724999829,-3.699243264549322,1.0,1.0,1.0,29.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.71,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2.0,40.40835649660565,-3.6959622011279767,4.0,1.0,1.0,58.0,0.0,0.0,2.0,15.0,2.0,7.0,141.0,84.0,9.0,9.0,10.0,10.0,10.0,9.0,4.4,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.405829528305,-3.7017673632866352,2.0,1.0,1.0,130.0,0.0,0.0,1.0,20.0,2.0,28.0,363.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.08,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.40994070035412,-3.705883434158852,1.0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,40.41119284301779,-3.705588464809333,4.0,1.0,2.0,100.0,0.0,20.0,1.0,0.0,1.0,0.0,234.0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2.5,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,40.41387741618768,-3.7060828802367,13.0,2.0,4.0,145.0,150.0,40.0,7.0,20.0,1.0,9.0,277.0,92.0,9.0,10.0,10.0,10.0,10.0,9.0,3.26,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,40.410066712354826,-3.707479842581952,1.0,1.0,1.0,48.0,100.0,20.0,1.0,0.0,3.0,30.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,40.40905863624145,-3.706074812474549,2.0,0.5,1.0,27.0,0.0,19.0,1.0,10.0,2.0,3.0,295.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.55,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,7.0,40.41140096760036,-3.701871463904134,6.0,1.0,1.0,65.0,0.0,0.0,3.0,10.0,1.0,11.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,89.0,8.0,40.408825857663885,-3.6934779584757087,6.0,2.0,3.0,140.0,600.0,50.0,1.0,0.0,2.0,8.0,270.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.8,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.40937207239701,-3.700934174719932,1.0,1.0,2.0,70.0,0.0,0.0,1.0,0.0,1.0,15.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,1.0,40.40725811005596,-3.7096983189709194,4.0,1.0,1.0,80.0,0.0,30.0,2.0,20.0,2.0,13.0,152.0,98.0,10.0,9.0,9.0,9.0,9.0,9.0,1.69,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,40.41084493420776,-3.700228183282704,4.0,1.0,2.0,90.0,0.0,0.0,1.0,0.0,3.0,11.0,312.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.91,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,40.4087873214766,-3.7058265954302407,1.0,1.0,1.0,18.0,100.0,5.0,1.0,0.0,1.0,30.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.41163361190937,-3.694432590564052,2.0,1.0,1.0,50.0,0.0,20.0,15.0,15.0,1.0,0.0,234.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.93,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,40.41458505695702,-3.7013092332553215,2.0,1.0,1.0,36.0,0.0,20.0,1.0,0.0,1.0,13.0,294.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.22,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,207.0,40.412984781904846,-3.7001919253575393,2.0,1.0,0.0,84.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,15.0,40.41330091631301,-3.700289211893052,4.0,1.0,0.0,76.0,0.0,0.0,2.0,25.0,2.0,3.0,256.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,0.21,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,11.0,40.41203465271493,-3.69704740097164,4.0,1.0,2.0,60.0,150.0,35.0,2.0,20.0,2.0,16.0,325.0,83.0,9.0,9.0,9.0,9.0,9.0,8.0,1.61,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,15.0,40.41594776130547,-3.696036384571152,2.0,1.0,0.0,59.0,0.0,15.0,1.0,0.0,1.0,4.0,247.0,85.0,9.0,9.0,9.0,9.0,10.0,9.0,1.89,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,164.0,40.41347541078079,-3.700278836715533,5.0,2.0,1.0,130.0,200.0,50.0,2.0,10.0,2.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.0,40.4155254158496,-3.6986300020537,5.0,2.0,1.0,105.0,0.0,50.0,2.0,10.0,3.0,9.0,133.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.1,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,40.4113980545295,-3.6951605963058207,4.0,1.0,2.0,50.0,100.0,0.0,2.0,17.0,1.0,0.0,7.0,100.0,10.0,10.0,8.0,10.0,10.0,8.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,15.0,40.41428640019184,-3.700122520109788,4.0,1.0,0.0,97.0,0.0,0.0,2.0,25.0,2.0,3.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,39.0,40.41297963887537,-3.697859397188276,8.0,1.0,3.0,130.0,100.0,30.0,5.0,30.0,99.0,10.0,306.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1.56,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,6.0,40.41276702152143,-3.697124410077744,4.0,1.0,1.0,75.0,220.0,20.0,2.0,5.0,1.0,3.0,108.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.62,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,6.0,40.411346059225465,-3.694764752495289,2.0,1.0,0.0,45.0,300.0,25.0,2.0,15.0,2.0,9.0,319.0,88.0,9.0,10.0,10.0,10.0,10.0,9.0,3.06,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,14.0,40.41490585866361,-3.700546160947375,4.0,1.0,1.0,75.0,200.0,40.0,2.0,15.0,3.0,17.0,134.0,91.0,9.0,10.0,10.0,10.0,10.0,10.0,0.43,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.411141578546186,-3.695919040926372,2.0,1.0,2.0,35.0,200.0,50.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,1.0,40.40987139004326,-3.693678104099343,4.0,1.0,0.0,69.0,200.0,10.0,1.0,0.0,1.0,13.0,73.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,0.87,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,40.41396691241451,-3.701370445722497,5.0,1.0,2.0,60.0,0.0,0.0,1.0,0.0,2.0,10.0,315.0,85.0,9.0,8.0,10.0,10.0,10.0,8.0,2.97,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,40.41360481819544,-3.693982580501464,2.0,1.0,1.0,88.0,100.0,30.0,1.0,0.0,2.0,12.0,319.0,89.0,9.0,9.0,9.0,10.0,10.0,9.0,1.91,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,17.0,40.41426487897974,-3.7015117613085446,3.0,1.0,1.0,221.0,0.0,0.0,1.0,0.0,1.0,30.0,365.0,80.0,8.0,6.0,8.0,8.0,10.0,8.0,0.02,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,39.0,40.41227987372199,-3.694258916551928,2.0,1.0,0.0,89.0,0.0,0.0,1.0,0.0,1.0,15.0,349.0,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,7.0,40.41974611011527,-3.7081925574472567,8.0,1.0,4.0,79.0,150.0,35.0,4.0,10.0,3.0,7.0,110.0,82.0,8.0,9.0,10.0,9.0,10.0,8.0,2.86,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,40.41953862837025,-3.7117737665567954,2.0,2.0,1.0,25.0,0.0,5.0,1.0,5.0,1.0,3.0,316.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,7.63,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,40.415566608980114,-3.710353844709893,3.0,1.0,1.0,45.0,87.0,25.0,2.0,10.0,3.0,0.0,287.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1.7,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,40.42127654701081,-3.708796987104304,2.0,1.0,1.0,52.0,0.0,0.0,1.0,0.0,1.0,9.0,319.0,85.0,9.0,8.0,9.0,9.0,10.0,8.0,5.37,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.0,40.42063591645128,-3.710622554418984,4.0,1.0,1.0,75.0,150.0,30.0,2.0,10.0,3.0,0.0,295.0,92.0,10.0,10.0,9.0,10.0,10.0,9.0,0.66,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,51.0,40.412823155557525,-3.707486865306563,2.0,1.0,1.0,65.0,200.0,32.0,2.0,11.0,4.0,5.0,290.0,90.0,7.0,9.0,10.0,10.0,10.0,8.0,0.04,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,40.42055090662767,-3.7075982047487375,2.0,1.0,1.0,60.0,0.0,0.0,1.0,0.0,1.0,17.0,352.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,3.24,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,207.0,40.42164212411311,-3.710629571213671,4.0,1.0,1.0,99.0,150.0,15.0,2.0,20.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,40.42018568959165,-3.713587758432776,3.0,1.0,0.0,80.0,250.0,30.0,2.0,10.0,2.0,1.0,120.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.11,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,9.0,40.41279518888541,-3.711642592862832,6.0,2.0,2.0,70.0,150.0,0.0,2.0,15.0,4.0,4.0,89.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.94,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,40.4213446451065,-3.711486402914818,2.0,1.0,1.0,65.0,150.0,0.0,2.0,10.0,5.0,5.0,209.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.49,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,4.0,40.4167828244703,-3.711821102980409,4.0,1.0,1.0,59.0,200.0,30.0,1.0,0.0,2.0,13.0,315.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2.24,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,40.41222732443414,-3.7089257817018497,4.0,1.0,1.0,55.0,0.0,35.0,2.0,20.0,2.0,0.0,313.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,40.40909579206872,-3.712248391446783,8.0,1.0,3.0,145.0,150.0,0.0,6.0,20.0,1.0,16.0,342.0,84.0,9.0,8.0,9.0,9.0,9.0,8.0,1.04,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,114.0,40.41628416499197,-3.7111372110713328,2.0,2.0,1.0,30.0,0.0,15.0,1.0,5.0,10.0,0.0,280.0,80.0,10.0,8.0,10.0,10.0,10.0,8.0,0.05,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.4132624115315,-3.70605874494737,1.0,1.5,1.0,25.0,0.0,20.0,1.0,0.0,20.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,3.0,40.41074472233174,-3.705643072739022,3.0,1.0,2.0,50.0,0.0,10.0,1.0,10.0,3.0,0.0,62.0,90.0,10.0,8.0,7.0,10.0,10.0,9.0,0.93,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,2.0,40.4097190671372,-3.7003616321817416,3.0,1.0,1.0,60.0,100.0,10.0,1.0,0.0,3.0,10.0,19.0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,3.37,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2.0,40.407433059883736,-3.6971941815968736,3.0,1.0,1.0,59.0,150.0,0.0,1.0,0.0,3.0,2.0,161.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0.55,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,40.40591629419043,-3.7026093567661778,4.0,1.0,1.0,49.0,0.0,0.0,2.0,15.0,2.0,4.0,73.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.52,1.0,1.0
