Host Listings Count,Neighbourhood Group Cleansed,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy,Calculated host listings count,Reviews per Month,Name_Len,Name_Lang,Summary_Len,Summary_Lang,Space_Len,Space_Lang,Description_Len,Description_Lang,is_Thumbnail,is_HostAbout,is_ResponseInHours,Num_Host_Verifications,is_EntireHome,is_Bed,is_UpdatedToday
142.0,Centro,40.41414696833243,-3.7067175336328337,Apartment,EntireHome,4,1.0,2.0,3.0,108.0,,77.0,1,0,3,12,38,65,249,2,100.0,10.0,10.0,8.0,10.0,10.0,9.0,strict,77.0,0.61,47,False,290,True,1000,True,999,True,True,True,True,6,True,True,True
9.0,Centro,40.417655291486,-3.706968013002108,Apartment,EntireHome,2,1.0,0.0,1.0,53.0,,,1,0,2,1,2,11,56,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,8.0,1.24,42,True,463,True,0,False,861,True,True,True,True,3,True,True,True
4.0,Centro,40.41565592670771,-3.705503105050245,Apartment,EntireHome,6,2.0,2.0,3.0,149.0,,40.0,4,29,2,19,33,63,336,57,86.0,9.0,8.0,9.0,9.0,10.0,9.0,strict,3.0,2.69,41,False,426,True,405,True,1000,True,False,True,True,4,True,True,True
164.0,Centro,40.4140219518133,-3.707976001753267,Apartment,EntireHome,6,1.0,2.0,4.0,190.0,200.0,60.0,1,0,2,11,30,30,290,0,,,,,,,,strict,145.0,,31,True,204,True,591,True,1000,True,False,True,True,3,True,True,True
2.0,Centro,40.41524812217919,-3.705817145736807,Apartment,EntireHome,4,1.0,2.0,3.0,67.0,,20.0,2,12,2,5,14,22,46,67,90.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,2.0,5.17,32,False,154,False,119,False,657,False,True,True,True,4,True,True,False
1.0,Centro,40.41518060600523,-3.7070535203925,Apartment,EntireHome,4,1.0,1.0,1.0,90.0,150.0,30.0,2,15,2,8,24,50,137,43,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,4.29,34,True,210,True,857,True,1000,True,True,True,True,3,True,True,True
1.0,Centro,40.41972499077126,-3.700574576353423,Apartment,EntireHome,4,1.0,1.0,1.0,58.0,150.0,25.0,2,15,3,4,12,37,127,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,3.98,48,True,378,True,792,True,1000,True,True,True,True,3,True,False,False
4.0,Centro,40.414460862775385,-3.7055545186779306,Apartment,EntireHome,4,1.0,1.0,2.0,53.0,,20.0,4,20,2,7,18,37,306,27,94.0,9.0,10.0,10.0,10.0,10.0,10.0,moderate,4.0,3.39,21,False,240,False,794,False,1000,False,True,True,True,7,True,True,True
9.0,Centro,40.4198450378117,-3.7077474374710566,House,EntireHome,4,1.0,0.0,2.0,60.0,,,2,0,2,0,0,0,66,3,40.0,9.0,9.0,5.0,2.0,10.0,4.0,moderate,9.0,0.11,28,False,154,False,301,False,1000,False,False,True,False,4,True,True,False
6.0,Centro,40.41706183972461,-3.707851799591396,Apartment,EntireHome,5,1.0,2.0,3.0,89.0,,30.0,1,10,2,8,22,47,322,17,93.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,5.0,1.16,35,True,204,True,999,True,1000,True,False,True,False,3,True,True,False
1.0,Carabanchel,40.367508974713765,-3.756272947200829,House,PrivateRoom,1,1.0,1.0,1.0,12.0,,,1,0,1,20,50,80,355,2,80.0,9.0,10.0,10.0,8.0,10.0,10.0,flexible,1.0,2.0,32,False,103,False,159,False,1000,False,True,True,True,4,False,True,False
2.0,Usera,40.3709845512754,-3.695646462539856,Apartment,PrivateRoom,2,1.0,1.0,1.0,22.0,,,1,0,1,1,1,10,10,11,89.0,9.0,9.0,9.0,9.0,9.0,9.0,strict,2.0,1.33,43,True,383,False,163,False,1000,False,True,False,True,3,False,True,False
1.0,Usera,40.3708434441675,-3.6880068286206384,House,EntireHome,5,1.0,2.0,4.0,100.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,1.0,,27,False,245,False,0,False,245,False,True,False,False,3,True,True,False
3.0,Usera,40.37274056321608,-3.690609729125742,Apartment,PrivateRoom,1,1.0,1.0,1.0,23.0,200.0,,1,0,2,1,1,1,244,9,93.0,10.0,10.0,10.0,10.0,8.0,10.0,moderate,3.0,0.51,31,False,249,False,919,False,1000,False,True,False,True,5,False,True,False
1.0,Usera,40.38151039708095,-3.6998037407790423,Apartment,PrivateRoom,1,1.0,1.0,1.0,25.0,,,1,0,1,29,59,89,364,2,90.0,10.0,10.0,10.0,10.0,9.0,8.0,flexible,1.0,1.43,29,False,230,False,0,False,230,False,True,False,True,3,False,True,False
1.0,Usera,40.384374041973096,-3.699716983889062,Other,PrivateRoom,2,1.0,1.0,1.0,20.0,,,1,0,5,3,15,42,314,6,97.0,9.0,10.0,10.0,9.0,9.0,10.0,flexible,1.0,0.99,17,False,500,False,253,False,1000,False,True,True,True,5,False,True,False
9.0,Usera,40.38498221458161,-3.703645286261253,Other,EntireHome,1,1.0,0.0,1.0,32.0,,,1,0,5,2,2,2,124,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,9.0,0.22,34,False,257,False,194,False,1000,False,True,False,True,5,True,True,False
2.0,Usera,40.38480214048216,-3.70016632592212,Apartment,PrivateRoom,2,1.0,1.0,2.0,20.0,,,1,0,3,5,5,16,16,1,20.0,2.0,2.0,6.0,2.0,6.0,2.0,strict,2.0,0.59,6,False,74,False,47,False,95,False,True,False,True,3,False,True,False
1.0,Usera,40.38338011101787,-3.7035992556546793,Apartment,EntireHome,2,1.0,1.0,1.0,38.0,,10.0,2,10,4,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,1.0,0.36,35,True,493,True,161,True,1000,True,True,False,False,5,True,True,False
4.0,Usera,40.379596716104814,-3.713747405080771,House,PrivateRoom,2,1.0,1.0,1.0,20.0,,5.0,1,15,1,30,60,90,365,3,93.0,9.0,9.0,10.0,9.0,10.0,9.0,moderate,2.0,0.56,31,False,91,False,37,False,384,False,True,True,True,6,False,True,False
1.0,PuenteVallecas,40.39310449000238,-3.643175905882999,Apartment,PrivateRoom,1,1.0,1.0,1.0,16.0,,,1,0,2,0,7,37,312,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,1.0,0.54,22,False,249,False,151,False,1000,False,True,True,True,7,False,True,False
1.0,PuenteVallecas,40.37979479983678,-3.6742639561429336,House,PrivateRoom,2,1.0,1.0,1.0,22.0,,8.0,1,10,1,0,0,0,88,1,,,,,,,,strict,1.0,0.04,35,False,0,False,425,False,1000,False,True,True,False,5,False,True,False
4.0,PuenteVallecas,40.39704126800643,-3.670296396632056,House,PrivateRoom,2,1.0,1.0,1.0,17.0,,5.0,1,0,1,18,43,71,71,2,90.0,10.0,9.0,9.0,9.0,8.0,8.0,strict,4.0,0.5,31,False,495,False,495,False,1000,False,True,False,True,3,False,True,True
1.0,PuenteVallecas,40.39571571502612,-3.6692157093170095,Apartment,PrivateRoom,1,1.0,2.0,2.0,11.0,,,1,0,3,0,11,28,28,79,86.0,9.0,8.0,9.0,9.0,9.0,9.0,strict,1.0,3.42,9,True,164,True,161,True,605,True,True,True,True,5,False,False,False
2.0,PuenteVallecas,40.38723816714847,-3.6551854851222583,House,PrivateRoom,1,1.0,1.0,1.0,16.0,,5.0,1,0,1,8,33,53,283,30,94.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,2.0,2.14,30,False,242,False,155,False,1000,False,True,True,True,5,False,True,False
1.0,PuenteVallecas,40.38373212476636,-3.662418442727981,Other,PrivateRoom,2,1.0,1.0,1.0,35.0,,,1,10,1,30,60,90,365,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,0.39,32,False,103,False,78,False,386,False,True,False,True,3,False,True,False
2.0,Moratalaz,40.40047657040023,-3.641475013952,Apartment,PrivateRoom,1,2.0,1.0,1.0,19.0,,,1,0,3,0,0,0,219,29,90.0,10.0,10.0,10.0,10.0,9.0,9.0,flexible,2.0,1.06,24,True,246,True,184,True,999,True,True,False,True,5,False,True,False
3.0,Moratalaz,40.400061303074594,-3.640533126899213,Other,SharedRoom,1,1.0,1.0,1.0,11.0,,,1,5,1,0,19,49,324,40,93.0,9.0,9.0,9.0,10.0,9.0,9.0,strict,3.0,1.26,32,False,230,False,15,False,999,False,True,True,False,6,False,False,False
1.0,CiudadLineal,40.423445712695965,-3.645238780837596,Apartment,PrivateRoom,2,1.0,1.0,1.0,16.0,,5.0,1,0,1,0,24,54,329,51,89.0,9.0,10.0,9.0,9.0,8.0,9.0,strict,1.0,2.1,42,False,343,False,320,False,1000,False,True,True,True,3,False,True,False
1.0,Fuencarral,40.47661774125,-3.7018653658966745,Apartment,PrivateRoom,2,2.0,1.0,5.0,22.0,,,2,10,2,9,12,12,12,24,95.0,9.0,10.0,10.0,9.0,9.0,9.0,flexible,1.0,5.41,33,True,482,True,456,True,1000,True,True,True,True,4,False,True,True
1.0,Fuencarral,40.48466449806586,-3.6880760200134977,House,EntireHome,5,1.0,3.0,4.0,50.0,150.0,,2,10,20,0,0,0,222,18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.5,35,False,491,False,255,False,1000,False,True,False,True,3,True,True,True
1.0,Fuencarral,40.49417543796577,-3.687162023949168,Other,PrivateRoom,2,2.0,1.0,2.0,25.0,,,1,18,1,4,25,55,330,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,1.01,45,False,496,False,0,False,496,False,True,True,False,2,False,True,False
2.0,Moncloa,40.42308861250527,-3.718003687908322,Apartment,EntireHome,10,1.0,3.0,8.0,70.0,150.0,30.0,3,17,2,9,33,53,325,8,98.0,9.0,10.0,10.0,10.0,9.0,9.0,strict,2.0,3.43,34,False,500,False,208,False,852,False,True,True,True,4,True,True,False
1.0,Moncloa,40.42578086048127,-3.718805499212559,Apartment,EntireHome,6,1.0,2.0,4.0,115.0,150.0,30.0,3,25,4,6,11,14,265,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,0.52,35,False,286,False,1000,False,1000,False,True,True,True,4,True,True,False
4.0,Moncloa,40.42934455374912,-3.7222856365139023,Apartment,PrivateRoom,2,2.0,1.0,1.0,39.0,,10.0,1,13,2,4,4,4,86,87,96.0,10.0,9.0,10.0,10.0,10.0,10.0,strict,4.0,1.47,32,True,248,True,1000,True,1000,True,True,True,True,5,False,True,False
1.0,Moncloa,40.42207547610976,-3.722502780330511,Apartment,EntireHome,2,1.0,0.0,1.0,55.0,100.0,20.0,1,0,4,0,9,12,168,0,,,,,,,,strict,1.0,,46,False,498,False,215,False,999,False,True,True,True,3,True,True,True
1.0,Moncloa,40.40193000028,-3.768941385166731,Apartment,PrivateRoom,1,1.0,1.0,1.0,20.0,,,1,0,2,28,58,88,363,21,92.0,9.0,9.0,9.0,9.0,8.0,9.0,flexible,1.0,1.36,28,False,217,False,0,False,217,False,True,False,True,2,False,True,False
1.0,Fuencarral,40.486315428289984,-3.724230346535476,Apartment,PrivateRoom,1,1.0,1.0,1.0,25.0,,,1,0,1,30,60,90,365,0,,,,,,,,flexible,1.0,,35,False,65,True,0,False,65,True,True,False,False,4,False,True,False
2.0,PuenteVallecas,40.39983373012325,-3.664705103814163,BedAndBreakfast,PrivateRoom,2,1.0,1.0,1.0,35.0,,,1,0,1,30,60,90,365,22,95.0,10.0,10.0,10.0,10.0,9.0,9.0,flexible,2.0,1.25,30,False,210,False,381,False,1000,False,False,False,True,3,False,True,False
1.0,PuenteVallecas,40.39839260018529,-3.667835367392461,Apartment,EntireHome,4,1.0,1.0,2.0,35.0,,40.0,2,20,2,2,2,2,2,5,92.0,10.0,10.0,10.0,10.0,8.0,10.0,moderate,1.0,0.52,31,True,224,True,382,True,720,True,True,True,True,6,True,True,False
2.0,Latina,40.39622459506132,-3.741686466983179,House,EntireHome,5,1.0,2.0,3.0,120.0,,,4,20,1,10,24,54,329,0,,,,,,,,flexible,2.0,,23,False,209,False,141,False,649,False,True,True,True,7,True,True,False
2.0,Latina,40.40261109594971,-3.731209187551426,Apartment,EntireHome,2,1.0,2.0,2.0,50.0,100.0,20.0,2,10,2,0,8,38,38,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,flexible,2.0,0.12,26,False,226,False,0,False,226,False,False,True,True,4,True,True,False
2.0,Latina,40.40573217043471,-3.738283454313186,Apartment,PrivateRoom,2,1.0,1.0,1.0,30.0,,,1,5,1,30,60,90,365,4,85.0,10.0,10.0,10.0,10.0,8.0,10.0,flexible,2.0,0.35,35,False,260,False,453,False,1000,False,True,False,True,6,False,True,False
2.0,Latina,40.41472054012884,-3.7237591398868535,Condominium,PrivateRoom,2,1.0,1.0,2.0,35.0,,,1,0,1,0,0,0,0,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,1.25,33,False,126,False,265,False,1000,False,True,True,True,4,False,True,False
1.0,Latina,40.41266286986018,-3.730210514845066,Apartment,PrivateRoom,1,1.0,1.0,1.0,17.0,,,1,15,1,15,40,70,345,11,93.0,10.0,9.0,10.0,9.0,9.0,9.0,flexible,1.0,0.99,34,False,225,False,0,False,225,False,True,True,True,3,False,True,False
17.0,Latina,40.41059920970608,-3.724046733860299,Apartment,EntireHome,6,1.0,2.0,4.0,69.0,150.0,25.0,3,10,3,5,19,30,121,24,85.0,9.0,9.0,9.0,9.0,9.0,9.0,strict,10.0,2.59,50,True,446,True,211,True,1000,True,True,True,True,7,True,True,True
1.0,Latina,40.412715966221946,-3.729165822562535,Loft,EntireHome,4,1.0,1.0,3.0,65.0,150.0,25.0,2,20,1,10,31,53,328,17,92.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.0,2.44,12,False,466,False,4,True,697,False,True,False,True,3,True,True,False
6.0,Latina,40.4153275959525,-3.724504529426678,Apartment,EntireHome,2,1.0,1.0,1.0,36.0,,15.0,1,0,1,4,9,11,273,42,87.0,9.0,9.0,10.0,10.0,9.0,9.0,strict,2.0,4.33,47,False,254,False,521,False,1000,False,True,False,True,6,True,True,False
5.0,Latina,40.41216038438282,-3.7243446059173584,BedAndBreakfast,EntireHome,11,1.0,2.0,7.0,50.0,,,2,5,1,2,10,19,201,187,91.0,9.0,8.0,10.0,10.0,9.0,9.0,strict,5.0,8.53,33,True,267,True,1000,False,1000,False,True,True,True,5,True,True,True
4.0,Latina,40.41410897400808,-3.727361649891946,Apartment,PrivateRoom,2,1.5,1.0,1.0,20.0,,,1,0,3,0,0,11,12,0,,,,,,,,moderate,4.0,,49,False,491,False,0,False,491,False,True,True,False,3,False,True,False
2.0,Latina,40.40990319247238,-3.7288258445372953,Apartment,PrivateRoom,1,2.0,1.0,1.0,15.0,,,1,10,2,0,0,5,280,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,2.0,0.17,31,False,213,False,0,False,213,False,True,False,False,3,False,True,False
8.0,Latina,40.404672044061655,-3.7564194838661473,Apartment,PrivateRoom,2,2.0,1.0,1.0,21.0,,10.0,1,5,1,20,50,80,355,7,90.0,10.0,9.0,8.0,9.0,9.0,9.0,strict,8.0,0.41,30,True,132,True,450,True,1000,True,True,True,True,5,False,True,False
1.0,Latina,40.40455403700388,-3.754702430994669,Apartment,PrivateRoom,1,1.0,1.0,1.0,30.0,,,1,15,2,30,60,90,365,0,,,,,,,,moderate,1.0,,28,False,245,False,171,False,664,False,True,False,False,2,False,True,False
4.0,Latina,40.39244616701323,-3.7432362830760937,Other,PrivateRoom,2,2.0,1.0,1.0,20.0,,,1,0,2,13,43,73,348,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,4.0,3.0,46,False,118,False,0,False,118,False,True,False,True,4,False,True,False
4.0,Latina,40.39335363396624,-3.7431041038384025,House,PrivateRoom,2,2.0,1.0,1.0,20.0,,,1,0,2,27,57,87,362,0,,,,,,,,flexible,4.0,,22,False,164,False,0,False,164,False,True,False,True,4,False,True,False
1.0,Carabanchel,40.39772874262295,-3.734701578755845,Apartment,EntireHome,4,1.0,1.0,2.0,44.0,,,2,20,1,0,0,0,219,13,82.0,9.0,7.0,9.0,9.0,8.0,8.0,strict,1.0,2.52,43,False,245,False,93,False,930,False,True,True,True,3,True,True,True
2.0,Carabanchel,40.40147246283749,-3.722730574540532,Apartment,EntireHome,2,1.0,1.0,1.0,59.0,,20.0,1,0,14,5,23,53,54,9,96.0,10.0,10.0,10.0,10.0,9.0,9.0,strict,2.0,2.16,42,True,378,True,0,False,378,True,True,False,True,3,True,True,True
1.0,Carabanchel,40.39868959641977,-3.7211902858615846,Condominium,PrivateRoom,2,1.0,1.0,1.0,17.0,,,1,8,2,18,38,63,331,19,92.0,10.0,9.0,10.0,10.0,9.0,9.0,moderate,1.0,1.74,33,False,204,False,236,False,999,False,True,False,True,4,False,True,False
1.0,Carabanchel,40.396371400677374,-3.7280904531151022,House,PrivateRoom,2,1.0,1.0,1.0,16.0,,,1,15,20,2,32,62,337,4,70.0,7.0,6.0,8.0,10.0,7.0,7.0,moderate,1.0,0.21,35,True,101,False,865,True,865,True,True,True,False,5,False,True,True
1.0,Carabanchel,40.39756023337872,-3.7336880117271343,Apartment,EntireHome,5,1.0,2.0,4.0,49.0,,,1,0,1,0,0,0,0,4,87.0,9.0,9.0,9.0,9.0,9.0,10.0,flexible,1.0,0.71,26,False,220,False,0,False,220,False,True,True,False,6,True,True,False
1.0,Latina,40.397123715375024,-3.774863595550971,Apartment,EntireHome,6,2.0,3.0,4.0,65.0,150.0,,3,15,2,3,13,17,235,41,100.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,1.0,2.38,31,False,236,False,0,False,236,False,True,True,True,3,True,True,True
2.0,Latina,40.39809617004804,-3.775603692437667,Apartment,EntireHome,5,1.0,3.0,4.0,42.0,150.0,,3,13,2,5,22,47,315,31,92.0,10.0,9.0,10.0,10.0,9.0,9.0,moderate,2.0,1.85,22,False,233,False,0,False,233,False,True,True,True,6,True,True,True
1.0,Carabanchel,40.39211877060102,-3.713775147228896,Apartment,PrivateRoom,1,1.0,1.0,1.0,22.0,,,1,0,1,12,40,70,70,63,99.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,1.0,3.4,22,False,392,True,218,True,1000,True,True,True,True,4,False,True,True
2.0,Carabanchel,40.39446821940807,-3.707599499010141,House,PrivateRoom,3,1.0,1.0,3.0,20.0,200.0,,1,40,7,0,1,1,237,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,2.0,0.31,30,True,228,True,0,False,228,True,True,True,False,3,False,True,False
2.0,Carabanchel,40.395080756445005,-3.709141964477245,House,PrivateRoom,1,1.0,1.0,3.0,20.0,100.0,,1,0,7,0,0,11,286,6,90.0,9.0,10.0,9.0,10.0,9.0,8.0,moderate,2.0,0.36,33,False,206,True,0,False,206,True,True,True,False,3,False,True,False
3.0,Carabanchel,40.39445472629783,-3.721138913626913,BedAndBreakfast,PrivateRoom,1,1.0,1.0,1.0,18.0,,5.0,1,0,1,0,0,3,241,11,80.0,8.0,7.0,9.0,9.0,8.0,8.0,strict,3.0,0.98,31,False,224,False,0,False,307,False,True,True,True,6,False,True,False
1.0,Carabanchel,40.388298537065815,-3.730820949172963,Apartment,PrivateRoom,2,1.0,1.0,1.0,20.0,,,1,0,1,17,46,76,351,11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,1.69,35,False,189,False,61,False,466,False,True,False,True,4,False,True,False
1.0,Carabanchel,40.39747619797701,-3.716148184898423,Apartment,PrivateRoom,1,1.0,1.0,1.0,22.0,,,1,8,3,0,0,4,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,0.14,49,False,373,False,0,False,375,True,True,True,True,5,False,True,False
1.0,Carabanchel,40.38634450511805,-3.73787094238212,Apartment,PrivateRoom,1,2.0,1.0,1.0,20.0,,,1,0,1,0,0,21,296,0,,,,,,,,flexible,1.0,,34,False,268,False,0,False,268,False,True,False,False,7,False,True,False
4.0,Centro,40.41566445445282,-3.7061519243411327,Apartment,EntireHome,6,1.0,2.0,2.0,130.0,,30.0,4,50,3,4,19,42,317,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,4.0,6.39,17,False,254,False,150,False,662,False,True,True,True,7,True,True,True
26.0,Centro,40.41866178627265,-3.70633216839677,Apartment,PrivateRoom,1,3.0,1.0,1.0,35.0,200.0,30.0,1,0,7,0,5,35,310,0,,,,,,,,strict,26.0,,35,True,282,True,500,True,1000,True,True,True,False,6,False,True,False
9.0,Centro,40.41665049876789,-3.7027333474181674,Apartment,EntireHome,9,2.0,4.0,6.0,200.0,,50.0,1,0,1,0,7,14,176,0,,,,,,,,strict,9.0,,16,True,290,True,377,True,781,True,True,True,True,5,True,True,True
1.0,Centro,40.41984028726439,-3.7022010730163633,Apartment,PrivateRoom,2,1.5,1.0,1.0,45.0,,,1,10,1,13,17,20,295,0,,,,,,,,moderate,1.0,,46,True,263,True,0,False,263,True,True,True,True,5,False,True,False
2.0,Centro,40.414934306627046,-3.707584907913288,Apartment,EntireHome,4,1.0,1.0,2.0,59.0,,25.0,2,18,2,4,10,24,284,228,98.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,4.23,35,True,0,False,999,True,999,True,True,True,True,4,True,True,False
1.0,Centro,40.41638717673723,-3.701668447884288,Apartment,EntireHome,4,1.0,1.0,2.0,70.0,,7.0,1,0,1,16,30,53,328,2,80.0,10.0,8.0,10.0,10.0,10.0,9.0,strict,1.0,2.0,22,True,471,False,34,False,1000,False,True,False,True,6,True,True,False
24.0,Centro,40.41534580695421,-3.7065006836307393,Apartment,EntireHome,4,1.0,1.0,2.0,99.0,100.0,,1,0,2,13,37,62,337,0,,,,,,,,strict,21.0,,50,True,483,True,1000,True,1000,True,False,True,True,3,True,True,True
10.0,Centro,40.4199108904508,-3.705373706837401,Apartment,EntireHome,3,1.0,0.0,2.0,59.0,,,1,0,2,17,42,72,347,47,78.0,8.0,9.0,7.0,8.0,10.0,8.0,strict,5.0,1.19,30,False,219,True,224,True,796,True,False,True,False,4,True,True,False
24.0,Centro,40.41541711784089,-3.7069176960169576,Apartment,EntireHome,4,1.0,1.0,2.0,105.0,100.0,,1,0,2,13,37,62,335,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,strict,21.0,0.1,50,True,477,True,634,True,1000,True,False,True,True,3,True,True,True
22.0,Centro,40.41833049985917,-3.7006518496097818,Apartment,EntireHome,4,1.0,0.0,1.0,95.0,,,2,20,3,10,26,47,314,0,,,,,,,,strict,13.0,,16,False,198,False,0,False,198,False,True,True,True,6,True,True,False
1.0,Arganzuela,40.413711301143714,-3.719283473392929,Apartment,PrivateRoom,1,1.0,1.0,1.0,80.0,100.0,5.0,1,0,3,29,59,89,89,31,83.0,9.0,8.0,9.0,9.0,9.0,9.0,strict,1.0,1.58,48,False,288,False,90,False,522,False,True,False,False,3,False,True,False
7.0,Arganzuela,40.41377705386476,-3.718656717373287,Apartment,EntireHome,3,1.0,2.0,2.0,50.0,100.0,30.0,2,10,3,11,31,61,336,2,70.0,6.0,7.0,10.0,9.0,9.0,9.0,strict,6.0,0.1,35,False,238,False,761,False,1000,False,True,False,True,3,True,True,True
2.0,Arganzuela,40.40851388056509,-3.720536933863877,Apartment,EntireHome,3,1.0,2.0,2.0,59.0,,20.0,2,10,5,0,0,0,228,13,97.0,10.0,10.0,10.0,10.0,9.0,9.0,strict,1.0,0.48,16,True,188,True,910,True,1000,True,True,True,True,3,True,True,True
1.0,Arganzuela,40.400029637251066,-3.707907920257976,Apartment,PrivateRoom,1,1.0,1.0,1.0,24.0,,,1,0,1,12,42,72,347,31,91.0,10.0,9.0,10.0,10.0,9.0,9.0,flexible,1.0,4.58,17,False,93,False,72,False,798,False,True,True,True,5,False,True,False
3.0,Arganzuela,40.40038272211884,-3.706838350135684,Apartment,PrivateRoom,2,1.0,1.0,1.0,16.0,,10.0,1,0,2,0,0,0,0,3,87.0,9.0,10.0,9.0,10.0,10.0,10.0,flexible,3.0,0.47,35,True,245,False,110,False,721,False,True,True,False,6,False,True,False
1.0,Arganzuela,40.40176047205698,-3.700928823154088,Apartment,EntireHome,2,2.0,1.0,1.0,68.0,900.0,,1,0,14,10,40,70,345,0,,,,,,,,flexible,1.0,,37,False,496,False,28,False,825,False,False,False,False,2,True,True,False
1.0,Arganzuela,40.40442622631151,-3.7092293134840433,Apartment,PrivateRoom,1,1.0,1.0,1.0,35.0,,,1,10,1,24,54,84,84,7,93.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,2.69,27,False,283,False,0,False,283,False,True,False,True,6,False,True,True
1.0,Arganzuela,40.40387849850623,-3.7037830943232337,Apartment,PrivateRoom,1,1.0,1.0,1.0,30.0,,,1,0,12,30,60,90,365,0,,,,,,,,flexible,1.0,,29,False,202,False,0,False,202,False,True,False,False,2,False,True,False
11.0,Arganzuela,40.40225705641512,-3.712753362209632,Apartment,EntireHome,6,1.0,2.0,3.0,50.0,150.0,20.0,2,10,2,0,4,23,282,20,68.0,7.0,7.0,8.0,9.0,9.0,7.0,strict,11.0,0.67,16,False,244,False,0,False,244,False,False,True,True,4,True,True,True
2.0,Arganzuela,40.40057095104228,-3.700414707253708,Apartment,EntireHome,4,1.0,1.0,1.0,36.0,100.0,19.0,2,13,2,3,3,5,5,33,75.0,9.0,8.0,9.0,9.0,9.0,8.0,strict,2.0,3.64,36,False,330,True,193,True,654,True,True,True,True,3,True,True,False
3.0,Arganzuela,40.40208433042521,-3.703014738034231,Apartment,PrivateRoom,2,2.0,1.0,1.0,19.0,,,1,10,1,12,42,72,73,1,80.0,8.0,8.0,10.0,10.0,6.0,8.0,flexible,3.0,0.12,23,False,362,False,0,False,362,False,False,True,False,3,False,True,False
57.0,Salamanca,40.43798997807512,-3.672841959751583,Apartment,EntireHome,6,1.0,2.0,3.0,79.0,150.0,50.0,1,15,1,18,41,64,146,22,85.0,9.0,8.0,9.0,9.0,9.0,9.0,moderate,48.0,2.45,46,True,442,False,1000,False,1000,False,True,True,True,5,True,True,True
34.0,Salamanca,40.43757879323448,-3.671344509195991,Apartment,PrivateRoom,2,1.0,1.0,1.0,19.0,,,1,17,3,0,5,35,294,36,85.0,8.0,9.0,10.0,9.0,9.0,9.0,strict,33.0,0.83,34,True,222,False,370,True,1000,True,True,True,True,5,False,True,False
4.0,Salamanca,40.43663634805627,-3.669910167752701,House,EntireHome,8,1.0,3.0,8.0,100.0,,35.0,6,12,2,12,34,57,332,52,88.0,9.0,9.0,9.0,9.0,9.0,9.0,strict,4.0,2.57,34,False,247,False,0,False,247,False,True,True,True,3,True,True,False
34.0,Salamanca,40.43566670073029,-3.673663146868117,Apartment,PrivateRoom,2,1.0,1.0,2.0,19.0,,,1,19,1,1,1,1,262,3,87.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,33.0,0.17,50,False,212,False,538,False,999,False,True,True,True,5,False,True,False
4.0,Salamanca,40.43205949750526,-3.674134111347167,Apartment,EntireHome,2,1.0,1.0,1.0,50.0,,25.0,1,0,1,0,17,20,63,8,95.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,4.0,0.43,33,False,224,False,1000,False,1000,False,True,False,True,6,True,True,True
