Host Listings Count,Neighbourhood Group Cleansed,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy,Calculated host listings count,Reviews per Month,Name_Len,Name_Lang,Summary_Len,Summary_Lang,Space_Len,Space_Lang,Description_Len,Description_Lang,is_Thumbnail,is_HostAbout,is_ResponseInHours,Num_Host_Verifications,is_EntireHome,is_Bed,is_UpdatedToday
40.0,Salamanca,40.42364406828021,-3.689943526548381,Loft,EntireHome,2,1.0,0.0,1.0,70.0,300.0,70.0,1,0,3,19,36,61,336,1,60.0,10.0,8.0,10.0,10.0,8.0,10.0,strict,37.0,1.0,14,False,84,False,0,False,84,False,True,False,True,4,True,True,True
68.0,Salamanca,40.42623664427512,-3.6877699931991454,Apartment,EntireHome,4,2.0,2.0,3.0,385.0,,200.0,1,0,30,0,0,0,96,0,,,,,,,,strict,39.0,,50,True,448,True,1000,True,1000,True,False,False,True,4,True,True,False
40.0,Salamanca,40.42678900899815,-3.682027943426733,Apartment,EntireHome,6,2.0,3.0,4.0,210.0,700.0,140.0,1,0,4,3,9,20,286,9,93.0,9.0,10.0,9.0,10.0,10.0,9.0,strict,37.0,0.38,29,False,308,False,0,False,534,False,True,False,True,4,True,True,True
1.0,Salamanca,40.42481177466987,-3.678246908575229,Apartment,EntireHome,5,2.0,2.0,4.0,110.0,,40.0,4,20,5,11,30,36,126,10,96.0,9.0,9.0,10.0,10.0,10.0,9.0,flexible,1.0,0.79,34,False,241,False,0,False,497,False,True,False,True,5,True,True,False
1.0,Salamanca,40.42347921888324,-3.671877675390725,Apartment,EntireHome,4,2.0,2.0,2.0,110.0,,,1,0,2,4,11,35,310,0,,,,,,,,moderate,1.0,,31,False,442,False,0,False,442,False,True,False,False,5,True,True,False
1.0,Salamanca,40.42364408595005,-3.676525834249718,House,PrivateRoom,1,1.0,1.0,1.0,30.0,,10.0,1,0,1,0,0,0,96,0,,,,,,,,flexible,1.0,,45,False,125,False,0,False,125,False,True,True,True,4,False,True,False
1.0,Salamanca,40.42630860636029,-3.6704762135171913,Apartment,PrivateRoom,2,1.0,1.0,1.0,36.0,,10.0,1,0,1,5,23,53,328,17,96.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,1.0,1.67,35,True,222,True,117,True,790,True,True,True,True,6,False,True,False
1.0,Salamanca,40.42189671049868,-3.676548417797864,Apartment,EntireHome,4,2.0,2.0,3.0,150.0,700.0,50.0,3,25,2,7,17,34,306,49,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,2.41,24,True,228,True,999,True,1000,True,True,True,True,3,True,True,True
1.0,Salamanca,40.42457090402788,-3.6716063327285022,House,EntireHome,3,1.0,2.0,3.0,69.0,150.0,20.0,2,12,1,1,10,22,179,63,90.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,1.0,2.57,28,True,248,True,31,False,248,True,True,False,True,3,True,True,False
2.0,Salamanca,40.42822681518147,-3.677758727428324,Apartment,PrivateRoom,1,2.0,1.0,1.0,23.0,,,1,12,2,0,0,6,239,55,98.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,2.0,0.91,33,True,243,True,609,True,1000,True,True,True,True,5,False,True,False
10.0,Salamanca,40.42630325568063,-3.679089984418457,Apartment,EntireHome,5,1.0,1.0,1.0,85.0,200.0,,4,10,2,1,15,36,311,9,91.0,9.0,9.0,9.0,9.0,9.0,9.0,strict,10.0,0.29,29,False,248,False,279,True,668,True,True,True,True,3,True,True,True
2.0,Salamanca,40.42694670903469,-3.670617162285012,BedAndBreakfast,PrivateRoom,2,1.0,1.0,1.0,35.0,,10.0,1,25,1,22,52,82,357,3,93.0,10.0,10.0,9.0,9.0,10.0,10.0,flexible,2.0,0.34,48,True,178,False,0,False,688,False,True,False,True,6,False,True,False
4.0,Salamanca,40.42371204450455,-3.678435616827165,Apartment,EntireHome,6,1.0,2.0,3.0,80.0,100.0,,2,20,2,15,43,66,226,11,73.0,8.0,7.0,8.0,8.0,10.0,7.0,flexible,1.0,0.52,21,False,249,False,287,False,1000,False,True,False,True,3,True,True,False
1.0,Salamanca,40.42759815955843,-3.6654994075801577,Apartment,PrivateRoom,2,1.5,1.0,1.0,20.0,,,1,6,1,0,0,0,0,2,20.0,4.0,2.0,8.0,7.0,8.0,3.0,strict,1.0,0.09,29,False,240,False,0,False,245,False,True,True,False,4,False,True,False
2.0,Salamanca,40.425440909509234,-3.665220199274187,Apartment,EntireHome,5,1.0,2.0,3.0,125.0,,15.0,4,30,1,20,48,78,353,33,92.0,10.0,9.0,10.0,10.0,9.0,9.0,moderate,2.0,1.32,35,False,250,False,276,True,1000,True,True,True,True,4,True,True,False
2.0,Salamanca,40.42339706963349,-3.667619410471632,Apartment,PrivateRoom,2,1.0,1.0,2.0,40.0,,15.0,1,20,1,24,54,84,174,1,80.0,6.0,6.0,8.0,6.0,8.0,8.0,strict,2.0,0.75,39,False,96,False,0,False,228,False,True,True,False,5,False,True,True
1.0,Salamanca,40.42534592433461,-3.668016260863357,Condominium,EntireHome,8,2.0,2.0,5.0,140.0,150.0,30.0,4,25,1,10,16,20,264,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,1.04,49,False,479,False,1000,True,1000,True,False,False,True,3,True,True,False
32.0,Salamanca,40.42643977793438,-3.66319114164445,Apartment,PrivateRoom,2,2.0,1.0,2.0,25.0,100.0,25.0,1,25,5,30,60,90,365,0,,,,,,,,strict,25.0,,34,False,0,False,132,True,132,True,False,True,True,3,False,True,False
2.0,Salamanca,40.42925698997394,-3.6618567515689313,Condominium,PrivateRoom,2,1.0,1.0,1.0,25.0,200.0,12.0,1,12,2,10,25,44,44,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,2.0,0.92,38,True,497,True,218,True,1000,True,True,True,False,6,False,False,False
2.0,Salamanca,40.42257845273355,-3.6627460509909415,House,PrivateRoom,4,2.5,1.0,3.0,25.0,,,1,15,2,3,28,58,333,21,94.0,9.0,9.0,10.0,9.0,9.0,10.0,moderate,1.0,0.5,35,False,217,True,531,True,531,True,False,False,True,4,False,True,False
1.0,Salamanca,40.42293628020424,-3.663296115161809,Apartment,EntireHome,2,1.0,1.0,1.0,30.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,1.0,,35,True,250,True,0,False,250,True,True,False,False,2,True,True,False
9.0,Centro,40.41279103188258,-3.708158103593653,House,EntireHome,4,2.0,2.0,2.0,90.0,,35.0,1,0,1,3,6,35,35,42,91.0,10.0,10.0,10.0,9.0,10.0,9.0,strict,9.0,5.29,35,True,312,False,0,False,312,False,True,True,True,4,True,True,False
3.0,Centro,40.4223038701652,-3.709930996266184,Apartment,EntireHome,4,2.0,2.0,2.0,45.0,100.0,50.0,2,15,2,10,30,37,215,27,87.0,9.0,9.0,9.0,10.0,10.0,9.0,strict,3.0,3.7,32,True,469,True,1000,True,1000,True,True,True,True,5,True,True,True
4.0,Centro,40.41606537421652,-3.709020312874808,Apartment,EntireHome,4,1.0,1.0,1.0,85.0,,30.0,1,0,4,9,21,42,305,131,96.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,4.0,2.46,35,True,246,True,832,True,1000,True,True,True,True,3,True,True,True
2.0,Centro,40.41322016265352,-3.7127411638242735,Apartment,EntireHome,2,1.0,1.0,1.0,50.0,200.0,30.0,1,0,2,12,39,58,145,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,1.95,27,True,304,True,697,True,1000,True,True,True,True,4,True,True,False
4.0,Centro,40.410011577256896,-3.711264165385782,Apartment,EntireHome,2,1.0,0.0,1.0,45.0,,,1,0,1,1,2,6,224,75,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,4.0,9.22,50,False,483,False,158,False,1000,False,True,True,True,3,True,True,False
12.0,Centro,40.41878146965963,-3.712923562045533,Apartment,EntireHome,2,1.0,1.0,1.0,55.0,200.0,,2,20,2,8,22,40,206,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,12.0,0.09,35,False,247,True,1000,True,1000,True,True,False,True,5,True,True,True
114.0,Centro,40.41634847351612,-3.712048905446065,Apartment,PrivateRoom,2,2.0,1.0,1.0,20.0,,15.0,1,0,10,0,5,35,310,0,,,,,,,,strict,97.0,,24,True,370,False,187,False,923,False,True,True,True,4,False,True,False
1.0,Centro,40.41277995388259,-3.7119303164843487,Apartment,EntireHome,4,1.0,1.0,1.0,99.0,,,1,0,3,7,37,67,342,0,,,,,,,,flexible,1.0,,21,False,212,False,0,False,212,False,False,True,False,4,True,True,False
26.0,Centro,40.4201146776193,-3.707993292216634,Apartment,PrivateRoom,1,3.0,1.0,1.0,36.0,200.0,30.0,1,0,7,0,2,32,307,0,,,,,,,,strict,26.0,,33,True,278,True,32,True,1000,True,True,True,False,6,False,True,False
1.0,Centro,40.41280033511647,-3.7130349557879945,House,EntireHome,7,1.0,2.0,3.0,95.0,,30.0,2,25,2,18,46,67,92,0,,,,,,,,strict,1.0,,50,True,496,True,1000,True,1000,True,True,True,True,5,True,True,False
1.0,Centro,40.42245148532766,-3.712119537111577,Apartment,PrivateRoom,1,1.0,1.0,1.0,23.0,,15.0,1,0,3,7,17,33,296,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,1.19,18,False,428,False,166,False,999,False,True,True,True,8,False,True,False
8.0,Centro,40.40734750735524,-3.711777712991896,Apartment,EntireHome,11,2.0,5.0,8.0,261.0,250.0,89.0,8,19,2,4,5,21,286,31,86.0,9.0,9.0,10.0,10.0,9.0,8.0,strict,8.0,2.57,33,False,249,False,0,False,249,False,True,True,True,4,True,True,False
164.0,Centro,40.40996882608064,-3.710459908514373,Apartment,EntireHome,7,2.0,3.0,5.0,165.0,200.0,50.0,4,10,2,0,6,29,297,7,100.0,10.0,10.0,9.0,10.0,10.0,9.0,strict,145.0,0.45,30,True,97,True,1000,True,1000,True,True,True,True,3,True,True,True
15.0,Centro,40.41127065200492,-3.7101589544381546,Apartment,EntireHome,4,1.0,1.0,1.0,70.0,150.0,45.0,2,10,30,0,0,0,244,4,100.0,9.0,10.0,10.0,10.0,10.0,10.0,strict,15.0,0.69,21,False,265,False,381,False,1000,False,False,True,True,5,True,False,True
1.0,Centro,40.412404106390056,-3.71116853444985,Apartment,EntireHome,4,1.0,1.0,2.0,75.0,100.0,25.0,2,10,2,8,8,10,269,40,92.0,9.0,10.0,9.0,10.0,10.0,9.0,flexible,1.0,0.97,29,False,293,False,1000,False,1000,False,False,True,True,3,True,True,False
13.0,Centro,40.415616498345706,-3.7110314814219336,Apartment,EntireHome,8,3.0,3.0,4.0,220.0,200.0,80.0,4,20,3,25,55,81,356,19,81.0,9.0,9.0,8.0,8.0,10.0,8.0,strict,6.0,0.63,32,False,245,True,999,True,999,True,False,True,False,4,True,True,False
3.0,Centro,40.41527053757732,-3.7111813534145424,Apartment,EntireHome,6,2.0,2.0,2.0,285.0,200.0,50.0,1,0,7,0,0,13,48,0,,,,,,,,strict,1.0,,33,False,493,False,499,False,1000,False,True,True,True,5,True,True,False
51.0,Centro,40.4166385316345,-3.7107476792494616,Apartment,EntireHome,2,1.0,0.0,1.0,90.0,200.0,33.0,1,0,4,14,32,51,318,10,88.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,51.0,0.32,23,True,38,False,647,False,1000,False,True,True,True,4,True,True,True
3.0,Centro,40.41362667656723,-3.7121362119240633,Apartment,EntireHome,2,1.0,1.0,1.0,95.0,,,1,0,1,16,35,57,318,7,91.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,1.43,27,False,184,False,597,False,960,False,True,False,True,3,True,True,True
1.0,Centro,40.412458763563,-3.708410685951084,Apartment,EntireHome,4,1.0,1.0,2.0,75.0,,50.0,2,10,1,0,0,5,280,9,96.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.0,0.36,34,False,89,False,0,False,89,False,False,False,False,4,True,True,False
1.0,Centro,40.41339439765785,-3.709794283401517,Apartment,EntireHome,6,1.0,2.0,4.0,140.0,100.0,40.0,4,0,2,6,17,30,305,45,96.0,9.0,9.0,10.0,10.0,10.0,10.0,strict,1.0,2.73,23,True,282,True,536,True,515,True,False,False,True,4,True,True,False
2.0,Centro,40.42272985620599,-3.7100243351228985,Apartment,EntireHome,4,1.0,1.0,1.0,65.0,,20.0,1,0,2,6,11,20,247,122,92.0,9.0,10.0,10.0,10.0,10.0,9.0,moderate,2.0,6.28,35,False,228,True,675,True,1000,True,True,False,True,3,True,True,False
7.0,Centro,40.4107229019771,-3.710964594828028,Apartment,EntireHome,3,1.0,1.0,2.0,75.0,100.0,25.0,2,12,2,1,22,52,323,18,84.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,7.0,1.93,38,False,200,False,330,False,1000,False,True,True,True,5,True,False,True
68.0,Centro,40.41169933573414,-3.712343217727087,Apartment,EntireHome,2,1.5,1.0,1.0,181.0,,200.0,1,0,5,22,52,82,357,0,,,,,,,,strict,39.0,,50,False,206,False,999,False,1000,False,False,False,True,4,True,True,False
1.0,Centro,40.42085394884511,-3.711412353648631,Apartment,EntireHome,4,1.0,1.0,1.0,70.0,200.0,30.0,2,8,4,1,1,10,13,79,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.0,1.52,18,True,239,True,1000,True,1000,True,True,True,True,3,True,True,True
1.0,Centro,40.4079451769221,-3.711609968936259,Apartment,EntireHome,4,1.0,1.0,2.0,68.0,200.0,30.0,2,5,2,6,14,37,122,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,1.13,50,True,326,True,1000,True,1000,True,True,True,True,3,True,True,True
1.0,Centro,40.41106452122741,-3.715078367521016,Apartment,EntireHome,2,1.0,1.0,1.0,49.0,100.0,35.0,1,0,3,5,14,41,41,24,95.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,1.0,3.1,48,True,406,True,0,False,1000,True,True,True,True,4,True,True,False
4.0,Centro,40.42058710911635,-3.710505489236856,Apartment,EntireHome,4,1.0,1.0,1.0,65.0,,25.0,2,15,2,0,0,0,0,0,,,,,,,,moderate,4.0,,35,False,237,True,389,True,1000,True,False,True,False,4,True,True,True
20.0,Centro,40.40877803945637,-3.7123278921994016,Loft,EntireHome,2,1.0,1.0,1.0,100.0,300.0,30.0,2,12,1,3,17,30,305,3,87.0,10.0,10.0,10.0,10.0,9.0,9.0,strict,9.0,0.53,18,False,284,True,787,True,1000,True,True,True,True,5,True,True,True
1.0,Centro,40.41601839163519,-3.7106051336154735,Apartment,EntireHome,2,1.0,1.0,1.0,120.0,500.0,30.0,2,0,3,3,15,29,301,17,96.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.0,0.55,35,True,180,True,1000,True,1000,True,True,True,True,5,True,True,False
1.0,Centro,40.422801026934856,-3.710124907200527,Apartment,PrivateRoom,2,1.0,1.0,1.0,40.0,,10.0,1,5,2,24,54,84,174,0,,,,,,,,strict,1.0,,46,False,247,False,202,False,1000,False,True,False,False,2,False,True,False
15.0,Centro,40.41218502810019,-3.708058942811913,Apartment,EntireHome,6,2.0,2.0,3.0,120.0,150.0,50.0,4,10,2,7,20,41,49,40,95.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,15.0,1.86,44,False,228,False,191,False,1000,False,True,True,True,5,True,True,True
6.0,Centro,40.42180326475261,-3.710008403409641,Apartment,PrivateRoom,5,1.0,1.0,4.0,45.0,,19.0,1,19,1,27,57,87,362,9,98.0,9.0,10.0,10.0,10.0,10.0,9.0,strict,6.0,1.34,39,False,500,False,35,False,999,False,True,True,True,4,False,True,False
17.0,Centro,40.4119151759863,-3.7131008260585463,Apartment,PrivateRoom,1,2.0,1.0,1.0,41.0,200.0,30.0,1,15,7,0,6,36,311,0,,,,,,,,strict,17.0,,41,True,203,True,345,True,1000,True,True,False,False,3,False,True,False
3.0,Centro,40.41780146631182,-3.7100947891449394,Apartment,EntireHome,2,1.0,0.0,1.0,60.0,,30.0,1,0,2,13,35,55,322,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,3.0,2.58,36,True,241,True,239,True,721,True,True,True,True,4,True,True,False
9.0,Centro,40.41890951108744,-3.710118997810744,Apartment,EntireHome,7,2.0,3.0,5.0,400.0,300.0,120.0,1,0,4,19,41,66,341,18,93.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,9.0,0.65,28,True,231,True,1000,True,1000,True,True,True,True,3,True,True,True
1.0,Centro,40.41185828213357,-3.7170440947364183,Apartment,EntireHome,3,1.0,1.0,2.0,90.0,,,1,0,3,4,4,10,10,0,,,,,,,,moderate,1.0,,35,False,397,False,0,False,397,False,True,True,False,2,True,True,True
3.0,Centro,40.41164566062061,-3.711417393217785,Apartment,PrivateRoom,2,1.0,1.0,1.0,36.0,,15.0,1,0,1,2,9,14,253,146,96.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,9.03,26,True,234,True,146,True,999,True,True,True,True,6,False,True,False
1.0,Centro,40.41907977471463,-3.712189516356285,Apartment,PrivateRoom,1,1.0,1.0,1.0,25.0,,,1,0,1,8,38,68,68,25,95.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,1.0,4.01,24,False,426,False,130,False,933,False,True,True,False,4,False,True,False
51.0,Centro,40.41042790107283,-3.709436604702863,Apartment,EntireHome,6,1.0,2.0,1.0,113.0,200.0,48.0,2,11,5,6,25,49,324,7,89.0,9.0,9.0,10.0,10.0,9.0,8.0,moderate,51.0,0.19,31,False,0,False,1000,True,1000,True,False,True,True,4,True,True,True
1.0,Centro,40.41715183715991,-3.7126105213243377,Apartment,EntireHome,10,2.0,4.0,6.0,71.0,250.0,60.0,3,18,2,7,16,25,263,41,96.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,6.54,49,True,500,True,999,True,1000,True,True,False,True,3,True,True,True
2.0,Centro,40.41123614257744,-3.710499192725592,Apartment,EntireHome,6,1.5,2.0,4.0,90.0,200.0,50.0,4,10,2,11,22,50,50,36,94.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,2.0,2.32,44,True,212,True,1000,True,1000,True,True,True,True,4,True,True,True
2.0,Centro,40.41077449449987,-3.713159211513217,Apartment,EntireHome,3,1.0,1.0,1.0,52.0,,20.0,1,0,2,4,9,19,263,42,93.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,2.0,1.57,29,False,251,False,1000,False,1000,False,True,False,True,3,True,True,False
34.0,Salamanca,40.437841768203945,-3.673211402708223,Apartment,PrivateRoom,4,2.0,1.0,4.0,19.0,,,1,18,1,10,39,69,344,3,87.0,10.0,9.0,10.0,9.0,9.0,9.0,strict,33.0,0.29,42,False,212,False,0,False,212,False,True,True,True,5,False,True,False
34.0,Salamanca,40.435628451588734,-3.671951241482045,Apartment,PrivateRoom,1,1.0,1.0,1.0,19.0,,,1,0,1,4,28,29,247,13,80.0,8.0,9.0,9.0,9.0,9.0,8.0,strict,33.0,0.87,35,False,207,False,538,False,1000,False,True,True,True,5,False,True,True
15.0,Salamanca,40.43736284771092,-3.672031066442873,Apartment,PrivateRoom,2,1.0,1.0,2.0,18.0,,,1,17,3,0,0,5,280,3,93.0,10.0,9.0,10.0,9.0,9.0,8.0,strict,14.0,0.28,31,True,245,False,0,False,245,False,True,True,True,3,False,True,False
1.0,Salamanca,40.42990445105139,-3.665489440809447,House,PrivateRoom,2,1.0,1.0,1.0,25.0,,,1,12,1,1,7,37,312,0,,,,,,,,flexible,1.0,,39,False,496,False,0,False,618,False,True,True,True,1,False,True,False
18.0,Salamanca,40.42961573733776,-3.673054569997536,Apartment,EntireHome,4,2.0,2.0,3.0,110.0,200.0,,2,10,3,16,27,57,329,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,18.0,0.11,27,False,250,False,0,False,739,False,True,True,True,7,True,True,True
1.0,Salamanca,40.42965858781301,-3.675739036785524,Apartment,EntireHome,4,1.0,2.0,3.0,64.0,200.0,30.0,2,5,2,0,1,3,62,4,95.0,9.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,1.0,35,True,429,True,191,True,716,True,True,False,True,3,True,True,False
1.0,Salamanca,40.42955936622943,-3.6704594506032766,House,PrivateRoom,1,1.0,1.0,1.0,50.0,,,1,0,1,28,58,88,88,0,,,,,,,,flexible,1.0,,33,False,172,True,0,False,172,True,False,True,False,3,False,True,False
28.0,Salamanca,40.43472848481475,-3.684605048484949,Apartment,EntireHome,4,2.5,2.0,3.0,230.0,,160.0,1,0,5,7,7,23,24,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,28.0,0.64,21,False,250,True,1000,True,1000,True,False,True,True,5,True,True,True
164.0,Salamanca,40.43597260024177,-3.680580530119963,Apartment,EntireHome,4,1.0,1.0,1.0,140.0,200.0,50.0,2,10,5,0,7,30,220,0,,,,,,,,strict,145.0,,39,True,295,False,456,False,752,False,False,True,True,3,True,True,True
1.0,Salamanca,40.43556115656483,-3.683676762869688,Apartment,EntireHome,4,1.0,1.0,2.0,135.0,700.0,80.0,1,0,3,0,0,0,85,0,,,,,,,,moderate,1.0,,46,True,499,True,536,True,1000,True,False,True,True,3,True,True,False
1.0,Salamanca,40.43725735929145,-3.683893304062028,Apartment,SharedRoom,2,1.0,1.0,2.0,35.0,,,1,0,1,10,40,70,324,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,3.41,28,False,250,False,34,False,727,False,True,False,True,4,False,True,False
1.0,Salamanca,40.436290889005534,-3.682241205489536,Apartment,PrivateRoom,2,2.0,1.0,1.0,50.0,,12.0,1,10,3,0,0,1,276,0,,,,,,,,strict,1.0,,33,False,154,False,0,False,721,False,False,True,False,5,False,True,False
68.0,Salamanca,40.43238793960148,-3.687033408251488,Apartment,EntireHome,2,1.0,1.0,1.0,210.0,,200.0,1,0,30,0,0,0,35,0,,,,,,,,strict,39.0,,29,False,135,True,979,True,1000,True,False,False,True,4,True,True,False
3.0,Salamanca,40.429822455082686,-3.685316090368621,Apartment,EntireHome,2,1.0,0.0,1.0,55.0,150.0,40.0,1,0,5,0,0,5,280,20,96.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,2.0,0.62,31,True,204,True,592,True,1000,True,True,True,True,4,True,True,False
1.0,Chamartin,40.44420002893151,-3.6792857598873705,Apartment,PrivateRoom,1,1.0,1.0,1.0,29.0,,,1,0,2,5,7,37,76,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.31,45,True,266,True,72,True,895,True,True,True,True,4,False,True,False
3.0,Chamartin,40.44129007926876,-3.6801754678359577,Apartment,EntireHome,8,2.0,3.0,5.0,130.0,300.0,55.0,2,15,1,9,28,46,307,11,95.0,10.0,10.0,10.0,10.0,9.0,9.0,strict,3.0,1.43,23,True,294,True,257,True,999,True,True,True,True,4,True,True,True
2.0,Chamartin,40.44832250021292,-3.689163810817378,Apartment,PrivateRoom,2,1.0,1.0,2.0,65.0,,,1,0,2,12,31,48,312,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,1.67,25,True,248,True,49,True,811,True,True,False,True,3,False,True,False
3.0,Chamartin,40.44351833671808,-3.6748863780737846,Apartment,EntireHome,8,2.0,3.0,6.0,80.0,150.0,,2,10,2,5,11,24,127,112,91.0,9.0,9.0,9.0,10.0,9.0,9.0,strict,3.0,3.08,34,False,0,False,999,False,999,False,True,True,True,4,True,True,False
2.0,Chamartin,40.44498454481083,-3.6684981639924574,Apartment,EntireHome,6,2.0,3.0,5.0,130.0,200.0,25.0,4,10,2,0,9,26,301,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,1.3,41,False,216,True,142,True,999,True,True,False,True,4,True,True,False
1.0,Retiro,40.41253558317381,-3.670072379162095,Apartment,PrivateRoom,2,1.0,1.0,1.0,30.0,,,1,0,2,22,40,68,68,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.45,35,False,249,True,220,True,999,True,True,True,True,4,False,True,False
1.0,Retiro,40.40935909029864,-3.671128177111065,Apartment,EntireHome,5,2.0,3.0,3.0,100.0,120.0,35.0,1,0,4,0,5,35,35,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,0.31,46,False,395,False,491,False,1000,False,True,False,True,7,True,True,False
142.0,Salamanca,40.42139102056119,-3.6908548008707833,Apartment,EntireHome,7,3.0,4.0,4.0,577.0,,103.0,1,0,3,25,55,85,270,0,,,,,,,,strict,77.0,,48,False,124,True,999,True,999,True,True,True,True,6,True,True,True
1.0,Salamanca,40.42773350241684,-3.6855252053909298,Apartment,EntireHome,8,3.0,4.0,6.0,170.0,,50.0,4,25,2,2,19,37,309,56,96.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,3.2,32,False,249,True,1000,True,1000,True,True,False,True,4,True,True,True
1.0,Salamanca,40.42333714392131,-3.686309002929406,Apartment,EntireHome,4,2.0,2.0,3.0,120.0,120.0,100.0,1,0,5,8,26,39,307,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,0.28,29,False,244,False,0,False,244,False,True,False,True,6,True,True,False
1.0,Salamanca,40.42081743500131,-3.690686958002691,House,PrivateRoom,2,2.0,1.0,1.0,37.0,90.0,19.0,1,9,3,23,47,77,77,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,0.37,50,True,290,True,0,False,290,True,False,True,True,6,False,True,True
142.0,Salamanca,40.422656963795816,-3.690172937054126,Apartment,EntireHome,4,2.0,2.0,3.0,216.0,,77.0,2,17,3,10,19,19,157,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,strict,77.0,0.19,48,False,236,True,954,True,1000,True,True,True,True,6,True,True,True
2.0,Salamanca,40.42402008890401,-3.684154223589522,Apartment,EntireHome,4,2.5,2.0,4.0,245.0,300.0,95.0,1,0,2,13,33,53,144,9,96.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,2.0,1.01,40,True,423,True,35,True,461,True,True,False,False,6,True,True,True
3.0,Salamanca,40.424893409482365,-3.682463032525151,House,PrivateRoom,1,1.0,1.0,1.0,30.0,,,1,0,1,0,24,54,329,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,3.0,0.83,44,False,233,False,0,False,233,False,True,True,True,3,False,True,False
2.0,Salamanca,40.423357702074505,-3.6745184802619018,Apartment,PrivateRoom,2,2.0,1.0,1.0,55.0,200.0,30.0,1,0,2,17,44,74,74,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,moderate,2.0,0.34,49,True,394,True,659,True,1000,True,True,False,False,3,False,True,False
2.0,Salamanca,40.42329920799219,-3.6776560231478377,Apartment,EntireHome,4,1.0,1.0,2.0,94.0,113.0,38.0,1,0,3,22,52,82,357,9,91.0,9.0,10.0,10.0,9.0,10.0,9.0,moderate,1.0,0.37,26,False,261,False,30,False,815,False,True,True,True,5,True,True,False
3.0,Salamanca,40.42330888307841,-3.6695493297502537,Apartment,EntireHome,5,2.0,3.0,4.0,100.0,200.0,,1,0,5,9,15,30,275,28,91.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,3.0,0.66,35,False,248,False,1000,True,1000,True,True,True,True,3,True,True,False
1.0,Salamanca,40.424961426825824,-3.676195875529004,Apartment,EntireHome,4,2.0,2.0,3.0,125.0,,40.0,1,0,2,15,30,48,263,46,96.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,2.5,33,False,155,True,1000,True,1000,True,True,True,True,3,True,True,False
